,код СКМТР,Наименование,Маркировка,Регламенты (ГОСТ/ТУ),Параметры,Базисная Единица измерения,ОКПД2,is_tu,ОКПД2_сокр,Параметры парс
620161,4025240217,БЛОК ПИТАНИЯ ПРОЦЕССОРА,THERMALTAKE TR2 S 500W,,500ВТ 230В INTEL ATX 12V 2.3 D1ВЕНТИЛЯТОРF=120 86Х140Х150 ЧЕРНЫЙ,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
623474,4025240315,БЛОК ПИТАНИЯ,DEEPCOOL PQ1000M R-PQA00M-FA0B-EU,,1000ВТ ATX 12V 2.4 ВЕНТИЛЯТОР=120Х120 140Х150Х86 ЧЕРНЫЙ,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
625425,4025201339,БЛОК ПИТАНИЯ К СИСТЕМНОМУ БЛОКУ,DEEPCOOL PK550D R-PK550D-FA0B-EU,,"550ВТ ATX12V2.4+4 PIN 150Х86Х140 2,05КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
628257,4025240317,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,HIPER ROCK-800 HP2309R800CS,,700ВА/420ВТ/АПРОКСИМАЦИЯ СИНУСОИДЫ/8/4SCHUKO CEE7/285Х232Х103/ЧЕРНЫЙ,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
629139,4025240318,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,HIPER ROCK-800 HP2309R800ULCS,,700ВА/420ВТ/АПРОКСИМАЦИЯ СИНУСОИДЫ/8/4SCHUKO CEE7/USB TYPE A/ЖК-ДИСПЛЕЙ/285Х232Х103 ЧЕРНЫЙ,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
632646,4025201341,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,EXEGATE SPECIALPRO EP285539RUS,,"850ВА 480ВТ IEC 320 C13Х4 USB IP20 86Х140Х306 5,88КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
632652,4025100398,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,EXEGATE AB500 EX219185RUS,,"500ВТ 80Х80 ATX 12V 2.3 20+4PIN 140Х150Х86 0,75КГ СЕРЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
632698,4025201336,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,EXEGATE SPECIALPRO EX292763RUS,,"600ВA 360ВТ IEC320 С13Х4 USB RJ-45 LINE-INTERACTIVE 324Х140Х205 4,4КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
634792,4025100399,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,1STPLAYER FK 600W,,APFC 120ММ 2PCI 6SATA 80+ (PS-600FK),796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
635060,4025201343,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERMAN BRICK 600,,"600ВА/360ВТ 293Х202Х93 4,7КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
635065,4025201342,БЛОК ПИТАНИЯ,HIPER HPT-600,,"600ВТ 20+4PIN ATX12В DВЕНТИЛЯТОРА=120 86Х150Х140 1,17КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
635347,4025201344,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,HIPER HPB-750RGB,,"750ВТ ATX12В DВЕНТИЛЯТОРА=140 85Х150Х140 1,7КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
635918,4025201358,БЛОК ПИТАНИЯ,MSI MPG A650GF 306-7ZP0A11-CE0,,"650ВТ 80 PLUS GOLD ATX 12V V2.52 240В 24PIN/2X(4+4)PIN/6Х(6+2)PIN ВЕНТИЛЯТОР=140 150Х86Х160 2,945КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
636855,4025201349,БЛОК ПИТАНИЯ ДЛЯ НОУТБУКА,LENOVO PA-1450-55LU,,"45ВТ 20В 2.25А 4,0Х1,7 ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
636904,4025201350,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON BACK COMFO PRO II 850,,"850ВА 480ВТ USB 125Х254Х150 5,4КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
636964,4025201351,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERCOM IMPERIAL IMD-825AP,,"495ВТ 825ВА 105Х334Х168 6,4КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
636983,4025201352,БЛОК ПИТАНИЯ,THERMALTAKE TR2 S 650W PS-TRS-0650NPCWEU-2,,650ВТ ATX 12V 2.3 ВЕНТИЛЯТОР=120 80 PLUS 86Х150Х140,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
637731,4025201340,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,EXEGATE NEO EX293853RUS,,"600ВА/360ВТ 140-300/220В 8ЕВРОРОЗЕТОК 200Х275Х117 4,7КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
637979,4025000000,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,DRAGON STORM FSP250-20TGPAA,,250ВТ РАЗЪЕМ ПИТАНИЯ 4PIN 150Х81Х64,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
638133,4025201354,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,DEXP HOME 850VA,,"850ВА/480ВТ 162-295/220В 6ЕВРОРОЗЕТОК 185Х280Х95 5,9КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
638246,4025201355,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERCOM SPIDER SPD-900U LCD USB,,"900ВА/540ВТ, SERIAL+USB, 12В/9АЧАС, 285Х232Х103, 7,5КГ, ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
639387,4025240319,БЛОК ПИТАНИЯ МОНИТОРА,A6619_PNC,,"19В 3,474А 66ВТ 6,5X4,4 W/PIN",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
640292,4025201359,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,БАСТИОН SKAT-UPS 800/400,ГОСТ 14254-2015,"800ВА 480ВТ 220В 9АЧ 298Х101Х142 4,9КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
640981,4025201360,БЛОК ПИТАНИЯ ВЫСОКОВОЛЬТНЫЙ,HIGH VOLTAGE POWER SUPPLY-CSA CERTIFIED G8460-60007 AGILENT,,240В 50ГЦ 460МА ВЧ ТРИОДА 2% 5МС,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
641071,4025201357,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERCOM SMART KING PRO+ SPR-1000 LCD,,"1000ВА 800ВТ 155-300/220-240В IEC 320-C13 8РОЗЕТОК IEC320 428Х431Х84 14,6КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
642744,4025201361,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,HIPER HPB-750D,,"750ВТ ATX12В DВЕНТИЛЯТОРА=120 86Х150Х160 1,98КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
644851,4025100400,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,GAMEMAX GE-500,,500ВТ ATX 100/240В,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
644853,4025100401,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,ИМПУЛЬС ЮНИОР СМАРТ 800 JS80114,,"800ВА 50/60ГЦ 96Х286Х138 7,5АЧ 12В",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
645334,4025240325,ФИЛЬТР СЕТЕВОЙ,BURO 600-SH-16-5-B,,"6РОЗЕТОК 5М 220В 16А 3500ВТ EURO 400Х470Х390 0,67КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|тип|длина кабеля|особенности|максимальная нагрузка
645874,4025100402,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,ACCORD ACC-TFX350,,"350ВТ TFX OEM D=80 220В 80Х65Х175 1,04КГ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
645930,4025100403,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,HIPER HPM-500,,"500ВТ ATX V2.4 ВЕНТИЛЯТОР=120Х120 230В 150X85X140 1,06КГ СЕРЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
646344,4025240328,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,HIPER HPG-1100FM,,"1100ВТ ATX12В 140Х140 2,3КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
646345,4025240327,БЛОК ПИТАНИЯ,HIPER HPP-500,,"500ВТ ATX12В 120Х120 1,52КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
646346,4025240326,БЛОК ПИТАНИЯ,HIPER HPB-800FM,,"800ВТ ATX12В 140Х140 1,8КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
646357,4025100404,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,COOLER MASTER ELITE NEX N600 MPW-6001-ACBN-BEU,,"600ВТ 120Х120 ATX 12В 1,7КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
646615,4025240329,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,COUGAR STX 700W CGR ST-700,,700ВТ/80PLUS BRONZE/APFC/20+4 PIN/1X 4+4 PIN CPU/2X MOLEX/6X SATA,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
647348,4025240330,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,MONTECH BRONZE BETA 650,,650ВТ 220-240В ATX,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
647350,4025240331,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,FSP180-10TGBAA,,180ВТ/250ВТ 100-127/220-240В 50-60ГЦ 12В 150Х81Х64,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
647485,4025100406,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,САЙБЕР ЭЛЕКТРО ПИЛОТ-2000Р,,"2000/1800ВА/ВТ 230В 438Х88Х430 26,2КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
647674,4025100407,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,FOXLINE TFX400S,,"TFX 80Х80 ATX12V 2.3 24PIN 85Х65Х175 0,8КГ СЕРЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
648470,4025201365,БЛОК ПИТАНИЯ ДЛЯ НОУТБУКА,LENOVO ADLX65YDC3A,,"65ВТ 110-240В/5-9-15-20В 2-3,25А TYPE-C 130Х220Х50 250Г",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
648861,4025201363,ФИЛЬТР СЕТЕВОЙ С ВЫКЛЮЧАТЕЛЕМ,ZIS PILOT S GRAPHITE,ТУ 27.33.13-029-20753440-2017,"3М 5РОЗЕТОК С ЗАЗЕМЛЕНИЕМ 1БЕЗ ЗАЗЕМЛЕНИЯ 10А 2,2КВТ 375Х58Х46 0,5КГ СЕРЫЙ",796,26.20.40.110,1,26,|тип|длина кабеля|особенности|максимальная нагрузка
650974,4025240332,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERCOM MACAN MRT-1500SE,,"1500ВА 208/220/230/240В 4ХIEC320-C13 428Х425Х84 16,2КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
651896,4025201364,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,ELTENA MONOLITH V1000RT,,"1000ВА 220В IEC 320 C13, RS-232 USB 440Х87Х325 11,3КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
653329,4025201366,БЛОК ПИТАНИЯ,AEROCOOL AERO WHITE 500W ACPW-AR50AEC.A1,,"500ВТ ATX12V 20+4PIN DВЕНТИЛЯТОРА=120 UВХ=200-240В 150Х150Х80 1,8КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
654066,4025240333,БЛОК СИЛОВЫХ РОЗЕТОК С АВТОМАТОМ И ИНДИКАТОРОМ,REM-32 R-32-24S-A-I-1820-3-2P,,24ХSHUKO 32А 3М 60Х45Х1863,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
654174,4025201356,БЛОК ПИТАНИЯ,FSP QDION QD500 80+ ATX,,"500ВТ 230В ATX 20+4PIN, 6+2PIN GPU, 4+4PIN CPU, SATA 5ШТ, MOLEX 3ШТ DВЕНТЯЛЯТОРА=120",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
654179,4025201370,БЛОК ПИТАНИЯ ДЛЯ НОУТБУКОВ УНИВЕРСАЛЬНЫЙ,ROBITON NB70W,,50/60ГЦ 100-240/24В 3А 5В 1000МА 118Х51Х32 235Г,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
655762,4025201368,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,FSP FP650 CEE,,"650ВА 360ВТ, 2 Х CEE 7, 279Х101Х142 4,25КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
655929,4025201367,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,FSP FP650 IEC,,"650ВА 360ВТ 279Х101Х142 4,25 КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
657437,4025201369,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON INNOVA T II 6K,,"6КВА 6КВТ 220/230/240В 110-275В 45/66ГЦ 20Х12В/7АЧАС RS-232 USB 225Х416Х589 57,9КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
672841,4025201371,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,COOLER MASTER MWE 700 BRONZE-V2 MPE-7001-ACAAB,,700ВТ ATX 12V V2.52 20+4PIN 100-240В 10-6А 50-60ГЦ D=120 140Х150Х86 ЧЕРНЫЙ,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
672884,4025201372,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ ЛИНЕЙНО-ИНТЕРАКТИВНЫЙ,POWERMAN BRICK 850 PLUS,,"850ВА/480ВТ 220В 4Х SCHUKO CEE 7/7P 309Х202Х93 5,2КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
672984,4025201373,ФИЛЬТР СЕТЕВОЙ,FILUM FL-SP3-5-0.5M-BL-UPS,,"0.5М 5РОЗЕТОК CEE 7/3 ( SCHUKO, ТИП F) 10А 2200ВТ 220В ВИЛКА IEC-320-C14 (ДЛЯ ИБП) 335Х68Х35 ЧЕРНЫЙ",796,26.20.40.110,0,26,|тип|длина кабеля|особенности|максимальная нагрузка
